/usr/sbin/mysqld, Version: 5.1.41-3ubuntu12.6-log ((Ubuntu)). started with:
Tcp port: 3306  Unix socket: /var/run/mysqld/mysqld.sock
Time                 Id Command    Argument
230914 15:01:35	    1 Connect	debian-sys-maint@localhost on 
		  370 Quit	
		  371 Connect	debian-sys-maint@localhost on 
		  371 Query	select @@version_comment limit 1
		  371 Query	select count(*) into @discard from `tikiwiki`.`tiki_images`
		  371 Quit	
		  372 Connect	debian-sys-maint@localhost on 
		  372 Query	select @@version_comment limit 1
		  372 Query	select count(*) into @discard from `tikiwiki`.`tiki_images_data`
		  372 Quit	
		  373 Connect	debian-sys-maint@localhost on 
		  373 Query	select @@version_comment limit 1
		  373 Query	select count(*) into @discard from `tikiwiki`.`tiki_integrator_reps`
		  373 Quit	
		  374 Connect	debian-sys-maint@localhost on 
		  374 Query	select @@version_comment limit 1
		  374 Query	select count(*) into @discard from `tikiwiki`.`tiki_integrator_rules`
		  374 Quit	
		  375 Connect	debian-sys-maint@localhost on 
		  375 Query	select @@version_comment limit 1
		  375 Query	select count(*) into @discard from `tikiwiki`.`tiki_language`
		  375 Quit	
		  376 Connect	debian-sys-maint@localhost on 
		  376 Query	select @@version_comment limit 1
		  376 Query	select count(*) into @discard from `tikiwiki`.`tiki_languages`
		  376 Quit	
		  377 Connect	debian-sys-maint@localhost on 
		  377 Query	select @@version_comment limit 1
		  377 Query	select count(*) into @discard from `tikiwiki`.`tiki_link_cache`
		  377 Quit	
		  378 Connect	debian-sys-maint@localhost on 
		  378 Query	select @@version_comment limit 1
		  378 Query	select count(*) into @discard from `tikiwiki`.`tiki_links`
		  378 Quit	
		  379 Connect	debian-sys-maint@localhost on 
		  379 Query	select @@version_comment limit 1
		  379 Query	select count(*) into @discard from `tikiwiki`.`tiki_live_support_events`
		  379 Quit	
		  380 Connect	debian-sys-maint@localhost on 
		  380 Query	select @@version_comment limit 1
		  380 Query	select count(*) into @discard from `tikiwiki`.`tiki_live_support_message_comments`
		  380 Quit	
		  381 Connect	debian-sys-maint@localhost on 
		  381 Query	select @@version_comment limit 1
		  381 Query	select count(*) into @discard from `tikiwiki`.`tiki_live_support_messages`
		  381 Quit	
		  382 Connect	debian-sys-maint@localhost on 
		  382 Query	select @@version_comment limit 1
		  382 Query	select count(*) into @discard from `tikiwiki`.`tiki_live_support_modules`
		  382 Quit	
		  383 Connect	debian-sys-maint@localhost on 
		  383 Query	select @@version_comment limit 1
		  383 Query	select count(*) into @discard from `tikiwiki`.`tiki_live_support_operators`
		  383 Quit	
		  384 Connect	debian-sys-maint@localhost on 
		  384 Query	select @@version_comment limit 1
		  384 Query	select count(*) into @discard from `tikiwiki`.`tiki_live_support_requests`
		  384 Quit	
		  385 Connect	debian-sys-maint@localhost on 
		  385 Query	select @@version_comment limit 1
		  385 Query	select count(*) into @discard from `tikiwiki`.`tiki_logs`
		  385 Quit	
		  386 Connect	debian-sys-maint@localhost on 
		  386 Query	select @@version_comment limit 1
		  386 Query	select count(*) into @discard from `tikiwiki`.`tiki_mail_events`
		  386 Quit	
		  387 Connect	debian-sys-maint@localhost on 
		  387 Query	select @@version_comment limit 1
		  387 Query	select count(*) into @discard from `tikiwiki`.`tiki_mailin_accounts`
		  387 Quit	
		  388 Connect	debian-sys-maint@localhost on 
		  388 Query	select @@version_comment limit 1
		  388 Query	select count(*) into @discard from `tikiwiki`.`tiki_menu_languages`
		  388 Quit	
		  389 Connect	debian-sys-maint@localhost on 
		  389 Query	select @@version_comment limit 1
		  389 Query	select count(*) into @discard from `tikiwiki`.`tiki_menu_options`
		  389 Quit	
		  390 Connect	debian-sys-maint@localhost on 
		  390 Query	select @@version_comment limit 1
		  390 Query	select count(*) into @discard from `tikiwiki`.`tiki_menus`
		  390 Quit	
		  391 Connect	debian-sys-maint@localhost on 
		  391 Query	select @@version_comment limit 1
		  391 Query	select count(*) into @discard from `tikiwiki`.`tiki_minical_events`
		  391 Quit	
		  392 Connect	debian-sys-maint@localhost on 
		  392 Query	select @@version_comment limit 1
		  392 Query	select count(*) into @discard from `tikiwiki`.`tiki_minical_topics`
		  392 Quit	
		  393 Connect	debian-sys-maint@localhost on 
		  393 Query	select @@version_comment limit 1
		  393 Query	select count(*) into @discard from `tikiwiki`.`tiki_modules`
		  393 Quit	
		  394 Connect	debian-sys-maint@localhost on 
		  394 Query	select @@version_comment limit 1
		  394 Query	select count(*) into @discard from `tikiwiki`.`tiki_newsletter_groups`
		  394 Quit	
		  395 Connect	debian-sys-maint@localhost on 
		  395 Query	select @@version_comment limit 1
		  395 Query	select count(*) into @discard from `tikiwiki`.`tiki_newsletter_subscriptions`
		  395 Quit	
		  396 Connect	debian-sys-maint@localhost on 
		  396 Query	select @@version_comment limit 1
		  396 Query	select count(*) into @discard from `tikiwiki`.`tiki_newsletters`
		  396 Quit	
		  397 Connect	debian-sys-maint@localhost on 
		  397 Query	select @@version_comment limit 1
		  397 Query	select count(*) into @discard from `tikiwiki`.`tiki_newsreader_marks`
		  397 Quit	
		  398 Connect	debian-sys-maint@localhost on 
		  398 Query	select @@version_comment limit 1
		  398 Query	select count(*) into @discard from `tikiwiki`.`tiki_newsreader_servers`
		  398 Quit	
		  399 Connect	debian-sys-maint@localhost on 
		  399 Query	select @@version_comment limit 1
		  399 Query	select count(*) into @discard from `tikiwiki`.`tiki_object_ratings`
		  399 Quit	
		  400 Connect	debian-sys-maint@localhost on 
		  400 Query	select @@version_comment limit 1
		  400 Query	select count(*) into @discard from `tikiwiki`.`tiki_page_footnotes`
		  400 Quit	
		  401 Connect	debian-sys-maint@localhost on 
		  401 Query	select @@version_comment limit 1
		  401 Query	select count(*) into @discard from `tikiwiki`.`tiki_pages`
		  401 Quit	
		  402 Connect	debian-sys-maint@localhost on 
		  402 Query	select @@version_comment limit 1
		  402 Query	select count(*) into @discard from `tikiwiki`.`tiki_pageviews`
		  402 Quit	
		  403 Connect	debian-sys-maint@localhost on 
		  403 Query	select @@version_comment limit 1
		  403 Query	select count(*) into @discard from `tikiwiki`.`tiki_poll_objects`
		  403 Quit	
		  404 Connect	debian-sys-maint@localhost on 
		  404 Query	select @@version_comment limit 1
		  404 Query	select count(*) into @discard from `tikiwiki`.`tiki_poll_options`
		  404 Quit	
		  405 Connect	debian-sys-maint@localhost on 
		  405 Query	select @@version_comment limit 1
		  405 Query	select count(*) into @discard from `tikiwiki`.`tiki_polls`
		  405 Quit	
		  406 Connect	debian-sys-maint@localhost on 
		  406 Query	select @@version_comment limit 1
		  406 Query	select count(*) into @discard from `tikiwiki`.`tiki_preferences`
		  406 Quit	
		  407 Connect	debian-sys-maint@localhost on 
		  407 Query	select @@version_comment limit 1
		  407 Query	select count(*) into @discard from `tikiwiki`.`tiki_private_messages`
		  407 Quit	
		  408 Connect	debian-sys-maint@localhost on 
		  408 Query	select @@version_comment limit 1
		  408 Query	select count(*) into @discard from `tikiwiki`.`tiki_programmed_content`
		  408 Quit	
		  409 Connect	debian-sys-maint@localhost on 
		  409 Query	select @@version_comment limit 1
		  409 Query	select count(*) into @discard from `tikiwiki`.`tiki_quicktags`
		  409 Quit	
		  410 Connect	debian-sys-maint@localhost on 
		  410 Query	select @@version_comment limit 1
		  410 Query	select count(*) into @discard from `tikiwiki`.`tiki_quiz_question_options`
		  410 Quit	
		  411 Connect	debian-sys-maint@localhost on 
		  411 Query	select @@version_comment limit 1
		  411 Query	select count(*) into @discard from `tikiwiki`.`tiki_quiz_questions`
		  411 Quit	
		  412 Connect	debian-sys-maint@localhost on 
		  412 Query	select @@version_comment limit 1
		  412 Query	select count(*) into @discard from `tikiwiki`.`tiki_quiz_results`
		  412 Quit	
		  413 Connect	debian-sys-maint@localhost on 
		  413 Query	select @@version_comment limit 1
		  413 Query	select count(*) into @discard from `tikiwiki`.`tiki_quiz_stats`
		  413 Quit	
		  414 Connect	debian-sys-maint@localhost on 
		  414 Query	select @@version_comment limit 1
		  414 Query	select count(*) into @discard from `tikiwiki`.`tiki_quiz_stats_sum`
		  414 Quit	
		  415 Connect	debian-sys-maint@localhost on 
		  415 Query	select @@version_comment limit 1
		  415 Query	select count(*) into @discard from `tikiwiki`.`tiki_quizzes`
		  415 Quit	
		  416 Connect	debian-sys-maint@localhost on 
		  416 Query	select @@version_comment limit 1
		  416 Query	select count(*) into @discard from `tikiwiki`.`tiki_received_articles`
		  416 Quit	
		  417 Connect	debian-sys-maint@localhost on 
		  417 Query	select @@version_comment limit 1
		  417 Query	select count(*) into @discard from `tikiwiki`.`tiki_received_pages`
		  417 Quit	
		  418 Connect	debian-sys-maint@localhost on 
		  418 Query	select @@version_comment limit 1
		  418 Query	select count(*) into @discard from `tikiwiki`.`tiki_referer_stats`
		  418 Quit	
		  419 Connect	debian-sys-maint@localhost on 
		  419 Query	select @@version_comment limit 1
		  419 Query	select count(*) into @discard from `tikiwiki`.`tiki_related_categories`
		  419 Quit	
		  420 Connect	debian-sys-maint@localhost on 
		  420 Query	select @@version_comment limit 1
		  420 Query	select count(*) into @discard from `tikiwiki`.`tiki_rss_feeds`
		  420 Quit	
		  421 Connect	debian-sys-maint@localhost on 
		  421 Query	select @@version_comment limit 1
		  421 Query	select count(*) into @discard from `tikiwiki`.`tiki_rss_modules`
		  421 Quit	
		  422 Connect	debian-sys-maint@localhost on 
		  422 Query	select @@version_comment limit 1
		  422 Query	select count(*) into @discard from `tikiwiki`.`tiki_score`
		  422 Quit	
		  423 Connect	debian-sys-maint@localhost on 
		  423 Query	select @@version_comment limit 1
		  423 Query	select count(*) into @discard from `tikiwiki`.`tiki_search_stats`
		  423 Quit	
		  424 Connect	debian-sys-maint@localhost on 
		  424 Query	select @@version_comment limit 1
		  424 Query	select count(*) into @discard from `tikiwiki`.`tiki_searchindex`
		  424 Quit	
		  425 Connect	debian-sys-maint@localhost on 
		  425 Query	select @@version_comment limit 1
		  425 Query	select count(*) into @discard from `tikiwiki`.`tiki_searchsyllable`
		  425 Quit	
		  426 Connect	debian-sys-maint@localhost on 
		  426 Query	select @@version_comment limit 1
		  426 Query	select count(*) into @discard from `tikiwiki`.`tiki_searchwords`
		  426 Quit	
		  427 Connect	debian-sys-maint@localhost on 
		  427 Query	select @@version_comment limit 1
		  427 Query	select count(*) into @discard from `tikiwiki`.`tiki_secdb`
		  427 Quit	
		  428 Connect	debian-sys-maint@localhost on 
		  428 Query	select @@version_comment limit 1
		  428 Query	select count(*) into @discard from `tikiwiki`.`tiki_semaphores`
		  428 Quit	
		  429 Connect	debian-sys-maint@localhost on 
		  429 Query	select @@version_comment limit 1
		  429 Query	select count(*) into @discard from `tikiwiki`.`tiki_sent_newsletters`
		  429 Quit	
		  430 Connect	debian-sys-maint@localhost on 
		  430 Query	select @@version_comment limit 1
		  430 Query	select count(*) into @discard from `tikiwiki`.`tiki_sessions`
		  430 Quit	
		  431 Connect	debian-sys-maint@localhost on 
		  431 Query	select @@version_comment limit 1
		  431 Query	select count(*) into @discard from `tikiwiki`.`tiki_sheet_layout`
		  431 Quit	
		  432 Connect	debian-sys-maint@localhost on 
		  432 Query	select @@version_comment limit 1
		  432 Query	select count(*) into @discard from `tikiwiki`.`tiki_sheet_values`
		  432 Quit	
		  433 Connect	debian-sys-maint@localhost on 
		  433 Query	select @@version_comment limit 1
		  433 Query	select count(*) into @discard from `tikiwiki`.`tiki_sheets`
		  433 Quit	
		  434 Connect	debian-sys-maint@localhost on 
		  434 Query	select @@version_comment limit 1
		  434 Query	select count(*) into @discard from `tikiwiki`.`tiki_shoutbox`
		  434 Quit	
		  435 Connect	debian-sys-maint@localhost on 
		  435 Query	select @@version_comment limit 1
		  435 Query	select count(*) into @discard from `tikiwiki`.`tiki_shoutbox_words`
		  435 Quit	
		  436 Connect	debian-sys-maint@localhost on 
		  436 Query	select @@version_comment limit 1
		  436 Query	select count(*) into @discard from `tikiwiki`.`tiki_stats`
		  436 Quit	
		  437 Connect	debian-sys-maint@localhost on 
		  437 Query	select @@version_comment limit 1
		  437 Query	select count(*) into @discard from `tikiwiki`.`tiki_structure_versions`
		  437 Quit	
		  438 Connect	debian-sys-maint@localhost on 
		  438 Query	select @@version_comment limit 1
		  438 Query	select count(*) into @discard from `tikiwiki`.`tiki_structures`
		  438 Quit	
		  439 Connect	debian-sys-maint@localhost on 
		  439 Query	select @@version_comment limit 1
		  439 Query	select count(*) into @discard from `tikiwiki`.`tiki_submissions`
		  439 Quit	
		  440 Connect	debian-sys-maint@localhost on 
		  440 Query	select @@version_comment limit 1
		  440 Query	select count(*) into @discard from `tikiwiki`.`tiki_suggested_faq_questions`
		  440 Quit	
		  441 Connect	debian-sys-maint@localhost on 
		  441 Query	select @@version_comment limit 1
		  441 Query	select count(*) into @discard from `tikiwiki`.`tiki_survey_question_options`
		  441 Quit	
		  442 Connect	debian-sys-maint@localhost on 
		  442 Query	select @@version_comment limit 1
		  442 Query	select count(*) into @discard from `tikiwiki`.`tiki_survey_questions`
		  442 Quit	
		  443 Connect	debian-sys-maint@localhost on 
		  443 Query	select @@version_comment limit 1
		  443 Query	select count(*) into @discard from `tikiwiki`.`tiki_surveys`
		  443 Quit	
		  444 Connect	debian-sys-maint@localhost on 
		  444 Query	select @@version_comment limit 1
		  444 Query	select count(*) into @discard from `tikiwiki`.`tiki_tags`
		  444 Quit	
		  445 Connect	debian-sys-maint@localhost on 
		  445 Query	select @@version_comment limit 1
		  445 Query	select count(*) into @discard from `tikiwiki`.`tiki_theme_control_categs`
		  445 Quit	
		  446 Connect	debian-sys-maint@localhost on 
		  446 Query	select @@version_comment limit 1
		  446 Query	select count(*) into @discard from `tikiwiki`.`tiki_theme_control_objects`
		  446 Quit	
		  447 Connect	debian-sys-maint@localhost on 
		  447 Query	select @@version_comment limit 1
		  447 Query	select count(*) into @discard from `tikiwiki`.`tiki_theme_control_sections`
		  447 Quit	
		  448 Connect	debian-sys-maint@localhost on 
		  448 Query	select @@version_comment limit 1
		  448 Query	select count(*) into @discard from `tikiwiki`.`tiki_topics`
		  448 Quit	
		  449 Connect	debian-sys-maint@localhost on 
		  449 Query	select @@version_comment limit 1
		  449 Query	select count(*) into @discard from `tikiwiki`.`tiki_tracker_fields`
		  449 Quit	
		  450 Connect	debian-sys-maint@localhost on 
		  450 Query	select @@version_comment limit 1
		  450 Query	select count(*) into @discard from `tikiwiki`.`tiki_tracker_item_attachments`
		  450 Quit	
		  451 Connect	debian-sys-maint@localhost on 
		  451 Query	select @@version_comment limit 1
		  451 Query	select count(*) into @discard from `tikiwiki`.`tiki_tracker_item_comments`
		  451 Quit	
		  452 Connect	debian-sys-maint@localhost on 
		  452 Query	select @@version_comment limit 1
		  452 Query	select count(*) into @discard from `tikiwiki`.`tiki_tracker_item_fields`
		  452 Quit	
		  453 Connect	debian-sys-maint@localhost on 
		  453 Query	select @@version_comment limit 1
		  453 Query	select count(*) into @discard from `tikiwiki`.`tiki_tracker_items`
		  453 Quit	
		  454 Connect	debian-sys-maint@localhost on 
		  454 Query	select @@version_comment limit 1
		  454 Query	select count(*) into @discard from `tikiwiki`.`tiki_tracker_options`
		  454 Quit	
		  455 Connect	debian-sys-maint@localhost on 
		  455 Query	select @@version_comment limit 1
		  455 Query	select count(*) into @discard from `tikiwiki`.`tiki_trackers`
		  455 Quit	
		  456 Connect	debian-sys-maint@localhost on 
		  456 Query	select @@version_comment limit 1
		  456 Query	select count(*) into @discard from `tikiwiki`.`tiki_translated_objects`
		  456 Quit	
		  457 Connect	debian-sys-maint@localhost on 
		  457 Query	select @@version_comment limit 1
		  457 Query	select count(*) into @discard from `tikiwiki`.`tiki_untranslated`
		  457 Quit	
		  458 Connect	debian-sys-maint@localhost on 
		  458 Query	select @@version_comment limit 1
		  458 Query	select count(*) into @discard from `tikiwiki`.`tiki_user_answers`
		  458 Quit	
		  459 Connect	debian-sys-maint@localhost on 
		  459 Query	select @@version_comment limit 1
		  459 Query	select count(*) into @discard from `tikiwiki`.`tiki_user_answers_uploads`
		  459 Quit	
		  460 Connect	debian-sys-maint@localhost on 
		  460 Query	select @@version_comment limit 1
		  460 Query	select count(*) into @discard from `tikiwiki`.`tiki_user_assigned_modules`
		  460 Quit	
		  461 Connect	debian-sys-maint@localhost on 
		  461 Query	select @@version_comment limit 1
		  461 Query	select count(*) into @discard from `tikiwiki`.`tiki_user_bookmarks_folders`
		  461 Quit	
		  462 Connect	debian-sys-maint@localhost on 
		  462 Query	select @@version_comment limit 1
		  462 Query	select count(*) into @discard from `tikiwiki`.`tiki_user_bookmarks_urls`
		  462 Quit	
		  463 Connect	debian-sys-maint@localhost on 
		  463 Query	select @@version_comment limit 1
		  463 Query	select count(*) into @discard from `tikiwiki`.`tiki_user_mail_accounts`
		  463 Quit	
		  464 Connect	debian-sys-maint@localhost on 
		  464 Query	select @@version_comment limit 1
		  464 Query	select count(*) into @discard from `tikiwiki`.`tiki_user_menus`
		  464 Quit	
		  465 Connect	debian-sys-maint@localhost on 
		  465 Query	select @@version_comment limit 1
		  465 Query	select count(*) into @discard from `tikiwiki`.`tiki_user_modules`
		  465 Quit	
		  466 Connect	debian-sys-maint@localhost on 
		  466 Query	select @@version_comment limit 1
		  466 Query	select count(*) into @discard from `tikiwiki`.`tiki_user_notes`
		  466 Quit	
		  467 Connect	debian-sys-maint@localhost on 
		  467 Query	select @@version_comment limit 1
		  467 Query	select count(*) into @discard from `tikiwiki`.`tiki_user_postings`
		  467 Quit	
		  468 Connect	debian-sys-maint@localhost on 
		  468 Query	select @@version_comment limit 1
		  468 Query	select count(*) into @discard from `tikiwiki`.`tiki_user_preferences`
		  468 Quit	
		  469 Connect	debian-sys-maint@localhost on 
		  469 Query	select @@version_comment limit 1
		  469 Query	select count(*) into @discard from `tikiwiki`.`tiki_user_quizzes`
		  469 Quit	
		  470 Connect	debian-sys-maint@localhost on 
		  470 Query	select @@version_comment limit 1
		  470 Query	select count(*) into @discard from `tikiwiki`.`tiki_user_taken_quizzes`
		  470 Quit	
		  471 Connect	debian-sys-maint@localhost on 
		  471 Query	select @@version_comment limit 1
		  471 Query	select count(*) into @discard from `tikiwiki`.`tiki_user_tasks`
		  471 Quit	
		  472 Connect	debian-sys-maint@localhost on 
		  472 Query	select @@version_comment limit 1
		  472 Query	select count(*) into @discard from `tikiwiki`.`tiki_user_tasks_history`
		  472 Quit	
		  473 Connect	debian-sys-maint@localhost on 
		  473 Query	select @@version_comment limit 1
		  473 Query	select count(*) into @discard from `tikiwiki`.`tiki_user_votings`
		  473 Quit	
		  474 Connect	debian-sys-maint@localhost on 
		  474 Query	select @@version_comment limit 1
		  474 Query	select count(*) into @discard from `tikiwiki`.`tiki_user_watches`
		  474 Quit	
		  475 Connect	debian-sys-maint@localhost on 
		  475 Query	select @@version_comment limit 1
		  475 Query	select count(*) into @discard from `tikiwiki`.`tiki_userfiles`
		  475 Quit	
		  476 Connect	debian-sys-maint@localhost on 
		  476 Query	select @@version_comment limit 1
		  476 Query	select count(*) into @discard from `tikiwiki`.`tiki_userpoints`
		  476 Quit	
		  477 Connect	debian-sys-maint@localhost on 
		  477 Query	select @@version_comment limit 1
		  477 Query	select count(*) into @discard from `tikiwiki`.`tiki_users`
		  477 Quit	
		  478 Connect	debian-sys-maint@localhost on 
		  478 Query	select @@version_comment limit 1
		  478 Query	select count(*) into @discard from `tikiwiki`.`tiki_users_score`
		  478 Quit	
		  479 Connect	debian-sys-maint@localhost on 
		  479 Query	select @@version_comment limit 1
		  479 Query	select count(*) into @discard from `tikiwiki`.`tiki_webmail_contacts`
		  479 Quit	
		  480 Connect	debian-sys-maint@localhost on 
		  480 Query	select @@version_comment limit 1
		  480 Query	select count(*) into @discard from `tikiwiki`.`tiki_webmail_messages`
		  480 Quit	
		  481 Connect	debian-sys-maint@localhost on 
		  481 Query	select @@version_comment limit 1
		  481 Query	select count(*) into @discard from `tikiwiki`.`tiki_wiki_attachments`
		  481 Quit	
		  482 Connect	debian-sys-maint@localhost on 
		  482 Query	select @@version_comment limit 1
		  482 Query	select count(*) into @discard from `tikiwiki`.`tiki_zones`
		  482 Quit	
		  483 Connect	debian-sys-maint@localhost on 
		  483 Query	select @@version_comment limit 1
		  483 Query	select count(*) into @discard from `tikiwiki`.`users_grouppermissions`
		  483 Quit	
		  484 Connect	debian-sys-maint@localhost on 
		  484 Query	select @@version_comment limit 1
		  484 Query	select count(*) into @discard from `tikiwiki`.`users_groups`
		  484 Quit	
		  485 Connect	debian-sys-maint@localhost on 
		  485 Query	select @@version_comment limit 1
		  485 Query	select count(*) into @discard from `tikiwiki`.`users_objectpermissions`
		  485 Quit	
		  486 Connect	debian-sys-maint@localhost on 
		  486 Query	select @@version_comment limit 1
		  486 Query	select count(*) into @discard from `tikiwiki`.`users_permissions`
		  486 Quit	
		  487 Connect	debian-sys-maint@localhost on 
		  487 Query	select @@version_comment limit 1
		  487 Query	select count(*) into @discard from `tikiwiki`.`users_usergroups`
		  487 Quit	
		  488 Connect	debian-sys-maint@localhost on 
		  488 Query	select @@version_comment limit 1
		  488 Query	select count(*) into @discard from `tikiwiki`.`users_users`
		  488 Quit	
		  489 Connect	debian-sys-maint@localhost on 
		  489 Query	select @@version_comment limit 1
		  489 Query	select count(*) into @discard from `vicnum`.`guessnumresults`
		  489 Quit	
		  490 Connect	debian-sys-maint@localhost on 
		  490 Query	select @@version_comment limit 1
		  490 Query	select count(*) into @discard from `vicnum`.`jottoresults`
		  490 Quit	
		  491 Connect	debian-sys-maint@localhost on 
		  491 Query	select @@version_comment limit 1
		  491 Query	select count(*) into @discard from `vicnum`.`unionresults`
		  491 Quit	
		  492 Connect	debian-sys-maint@localhost on 
		  492 Query	select @@version_comment limit 1
		  492 Query	select count(*) into @discard from `wackopicko`.`admin`
		  492 Quit	
		  493 Connect	debian-sys-maint@localhost on 
		  493 Query	select @@version_comment limit 1
		  493 Query	select count(*) into @discard from `wackopicko`.`admin_session`
		  493 Quit	
		  494 Connect	debian-sys-maint@localhost on 
		  494 Query	select @@version_comment limit 1
		  494 Query	select count(*) into @discard from `wackopicko`.`cart`
		  494 Quit	
		  495 Connect	debian-sys-maint@localhost on 
		  495 Query	select @@version_comment limit 1
		  495 Query	select count(*) into @discard from `wackopicko`.`cart_coupons`
		  495 Quit	
		  496 Connect	debian-sys-maint@localhost on 
		  496 Query	select @@version_comment limit 1
		  496 Query	select count(*) into @discard from `wackopicko`.`cart_items`
		  496 Quit	
		  497 Connect	debian-sys-maint@localhost on 
		  497 Query	select @@version_comment limit 1
		  497 Query	select count(*) into @discard from `wackopicko`.`comments`
		  497 Quit	
		  498 Connect	debian-sys-maint@localhost on 
		  498 Query	select @@version_comment limit 1
		  498 Query	select count(*) into @discard from `wackopicko`.`comments_preview`
		  498 Quit	
		  499 Connect	debian-sys-maint@localhost on 
		  499 Query	select @@version_comment limit 1
		  499 Query	select count(*) into @discard from `wackopicko`.`conflict_pictures`
		  499 Quit	
		  500 Connect	debian-sys-maint@localhost on 
		  500 Query	select @@version_comment limit 1
		  500 Query	select count(*) into @discard from `wackopicko`.`coupons`
		  500 Quit	
		  501 Connect	debian-sys-maint@localhost on 
		  501 Query	select @@version_comment limit 1
		  501 Query	select count(*) into @discard from `wackopicko`.`guestbook`
		  501 Quit	
		  502 Connect	debian-sys-maint@localhost on 
		  502 Query	select @@version_comment limit 1
		  502 Query	select count(*) into @discard from `wackopicko`.`own`
		  502 Quit	
		  503 Connect	debian-sys-maint@localhost on 
		  503 Query	select @@version_comment limit 1
		  503 Query	select count(*) into @discard from `wackopicko`.`pictures`
		  503 Quit	
		  504 Connect	debian-sys-maint@localhost on 
		  504 Query	select @@version_comment limit 1
		  504 Query	select count(*) into @discard from `wackopicko`.`users`
		  504 Quit	
		  505 Connect	debian-sys-maint@localhost on 
		  505 Query	select @@version_comment limit 1
		  505 Query	select count(*) into @discard from `wavsepdb`.`accounts`
		  505 Quit	
		  506 Connect	debian-sys-maint@localhost on 
		  506 Query	select @@version_comment limit 1
		  506 Query	select count(*) into @discard from `wavsepdb`.`messages`
		  506 Quit	
		  507 Connect	debian-sys-maint@localhost on 
		  507 Query	select @@version_comment limit 1
		  507 Query	select count(*) into @discard from `wavsepdb`.`transactions`
		  507 Quit	
		  508 Connect	debian-sys-maint@localhost on 
		  508 Query	select @@version_comment limit 1
		  508 Query	select count(*) into @discard from `wavsepdb`.`users`
		  508 Quit	
		  509 Connect	debian-sys-maint@localhost on 
		  509 Query	select @@version_comment limit 1
		  509 Query	select count(*) into @discard from `webcal`.`webcal_asst`
		  509 Quit	
		  510 Connect	debian-sys-maint@localhost on 
		  510 Query	select @@version_comment limit 1
		  510 Query	select count(*) into @discard from `webcal`.`webcal_categories`
		  510 Quit	
230914 23:55:48	  511 Connect	debian-sys-maint@localhost on 
		  511 Query	select @@version_comment limit 1
		  511 Query	select count(*) into @discard from `webcal`.`webcal_config`
		  511 Quit	
		  512 Connect	debian-sys-maint@localhost on 
		  512 Query	select @@version_comment limit 1
		  512 Query	select count(*) into @discard from `webcal`.`webcal_entry`
		  512 Quit	
		  513 Connect	debian-sys-maint@localhost on 
		  513 Query	select @@version_comment limit 1
		  513 Query	select count(*) into @discard from `webcal`.`webcal_entry_ext_user`
		  513 Quit	
		  514 Connect	debian-sys-maint@localhost on 
		  514 Query	select @@version_comment limit 1
		  514 Query	select count(*) into @discard from `webcal`.`webcal_entry_log`
		  514 Quit	
		  515 Connect	debian-sys-maint@localhost on 
		  515 Query	select @@version_comment limit 1
		  515 Query	select count(*) into @discard from `webcal`.`webcal_entry_repeats`
		  515 Quit	
		  516 Connect	debian-sys-maint@localhost on 
		  516 Query	select @@version_comment limit 1
		  516 Query	select count(*) into @discard from `webcal`.`webcal_entry_repeats_not`
		  516 Quit	
		  517 Connect	debian-sys-maint@localhost on 
		  517 Query	select @@version_comment limit 1
		  517 Query	select count(*) into @discard from `webcal`.`webcal_entry_user`
		  517 Quit	
		  518 Connect	debian-sys-maint@localhost on 
		  518 Query	select @@version_comment limit 1
		  518 Query	select count(*) into @discard from `webcal`.`webcal_group`
		  518 Quit	
		  519 Connect	debian-sys-maint@localhost on 
		  519 Query	select @@version_comment limit 1
		  519 Query	select count(*) into @discard from `webcal`.`webcal_group_user`
		  519 Quit	
		  520 Connect	debian-sys-maint@localhost on 
		  520 Query	select @@version_comment limit 1
		  520 Query	select count(*) into @discard from `webcal`.`webcal_import`
		  520 Quit	
		  521 Connect	debian-sys-maint@localhost on 
		  521 Query	select @@version_comment limit 1
		  521 Query	select count(*) into @discard from `webcal`.`webcal_import_data`
		  521 Quit	
		  522 Connect	debian-sys-maint@localhost on 
		  522 Query	select @@version_comment limit 1
		  522 Query	select count(*) into @discard from `webcal`.`webcal_nonuser_cals`
		  522 Quit	
		  523 Connect	debian-sys-maint@localhost on 
		  523 Query	select @@version_comment limit 1
		  523 Query	select count(*) into @discard from `webcal`.`webcal_reminder_log`
		  523 Quit	
		  524 Connect	debian-sys-maint@localhost on 
		  524 Query	select @@version_comment limit 1
		  524 Query	select count(*) into @discard from `webcal`.`webcal_report`
		  524 Quit	
		  525 Connect	debian-sys-maint@localhost on 
		  525 Query	select @@version_comment limit 1
		  525 Query	select count(*) into @discard from `webcal`.`webcal_report_template`
		  525 Quit	
		  526 Connect	debian-sys-maint@localhost on 
		  526 Query	select @@version_comment limit 1
		  526 Query	select count(*) into @discard from `webcal`.`webcal_site_extras`
		  526 Quit	
		  527 Connect	debian-sys-maint@localhost on 
		  527 Query	select @@version_comment limit 1
		  527 Query	select count(*) into @discard from `webcal`.`webcal_user`
		  527 Quit	
		  528 Connect	debian-sys-maint@localhost on 
		  528 Query	select @@version_comment limit 1
		  528 Query	select count(*) into @discard from `webcal`.`webcal_user_layers`
		  528 Quit	
		  529 Connect	debian-sys-maint@localhost on 
		  529 Query	select @@version_comment limit 1
